Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002138,Male,Yes,0,Graduate,No,2625,6250,5.231108617,360,1,Rural,Y
LP002008,Male,Yes,2,Graduate,Yes,5746,0,4.9698133,84,1,Rural,Y
LP002928,Male,Yes,0,Graduate,No,3000,3416,4.025351691,180,1,Semiurban,Y
LP001421,Male,Yes,0,Graduate,No,5568,2142,5.164785974,360,1,Rural,N
LP001578,Male,Yes,0,Graduate,No,2439,3333,4.859812404,360,1,Rural,Y
LP002731,Female,No,0,Not Graduate,Yes,18165,0,4.828313737,360,1,Urban,Y
LP002115,Male,Yes,3,Not Graduate,No,2647,1587,5.153291594,360,1,Rural,N
LP001034,Male,No,1,Not Graduate,No,3596,0,4.605170186,240,1,Urban,Y
LP002670,Female,Yes,2,Graduate,No,2031,1632,4.727387819,480,1,Semiurban,Y
LP002112,Male,Yes,2,Graduate,Yes,2500,4600,5.170483995,360,1,Rural,Y
LP001616,Male,Yes,1,Graduate,No,3750,0,4.753590191,360,1,Semiurban,Y
LP002191,Male,Yes,0,Graduate,No,19730,5266,6.345636361,360,1,Rural,N
LP002493,Male,No,0,Graduate,No,4166,0,4.584967479,360,0,Semiurban,N
LP001953,Male,Yes,1,Graduate,No,6875,0,5.298317367,360,1,Semiurban,Y
LP001492,Male,No,0,Graduate,No,14999,0,5.488937726,360,0,Semiurban,N
LP002984,Male,Yes,2,Graduate,No,7583,0,5.231108617,360,1,Urban,Y
LP001580,Male,Yes,2,Graduate,No,8000,0,5.298317367,360,1,Semiurban,Y
LP001841,Male,No,0,Not Graduate,Yes,2583,2167,4.644390899,360,1,Rural,Y
LP001835,Male,Yes,0,Not Graduate,No,1668,3890,5.303304908,360,0,Semiurban,N
LP001938,Male,Yes,2,Graduate,No,4400,0,4.844187086,360,0,Semiurban,N
LP002181,Male,No,0,Not Graduate,No,6216,0,4.890349128,360,1,Rural,N
LP001508,Male,Yes,2,Graduate,No,11757,0,5.231108617,180,1,Urban,Y
LP002807,Male,Yes,2,Not Graduate,No,3675,242,4.682131227,360,1,Semiurban,Y
LP001594,Male,Yes,0,Graduate,No,5708,5625,5.231108617,360,1,Semiurban,Y
LP001018,Male,Yes,2,Graduate,No,4006,1526,5.123963979,360,1,Urban,Y
LP002640,Male,Yes,1,Graduate,No,6065,2004,5.521460918,360,1,Semiurban,Y
LP002119,Male,Yes,1,Not Graduate,No,4554,1229,5.062595033,360,1,Urban,Y
LP001144,Male,Yes,0,Graduate,No,5821,0,4.9698133,360,1,Urban,Y
LP001917,Female,No,0,Graduate,No,1811,1666,3.988984047,360,1,Urban,Y
LP002370,Male,No,0,Not Graduate,No,2717,0,4.094344562,180,1,Urban,Y
LP001319,Male,Yes,2,Not Graduate,No,3273,1820,4.394449155,360,1,Urban,Y
LP002872,Male,Yes,0,Graduate,No,3087,2210,4.912654886,360,0,Semiurban,N
LP001765,Male,Yes,1,Graduate,No,2491,2054,4.644390899,360,1,Semiurban,Y
LP002101,Male,Yes,0,Graduate,No,63337,0,6.194405391,180,1,Urban,Y
LP001430,Female,No,0,Graduate,No,4166,0,3.784189634,360,1,Semiurban,Y
LP002772,Male,No,0,Graduate,No,2526,1783,4.976733742,360,1,Rural,Y
LP002272,Male,Yes,2,Graduate,No,3276,484,4.905274778,360,1,Semiurban,Y
LP002768,Male,No,0,Not Graduate,No,3358,0,4.382026635,36,1,Semiurban,N
LP002692,Male,Yes,3,Graduate,Yes,5677,1424,4.605170186,360,1,Rural,Y
LP001693,Female,No,0,Graduate,No,3244,0,4.382026635,360,1,Urban,Y
LP002068,Male,No,0,Graduate,No,4917,0,4.86753445,360,0,Rural,Y
LP002031,Male,Yes,1,Not Graduate,No,3399,1640,4.709530201,180,1,Urban,Y
LP002364,Male,Yes,0,Graduate,No,14880,0,4.564348191,360,1,Semiurban,Y
LP002223,Male,Yes,0,Graduate,No,4310,0,4.86753445,360,1,Semiurban,Y
LP002659,Male,Yes,3,Graduate,No,3466,3428,5.010635294,360,1,Rural,Y
LP001790,Female,No,1,Graduate,No,3812,0,4.718498871,360,1,Rural,Y
LP001100,Male,No,3,Graduate,No,12500,3000,5.768320996,360,1,Rural,N
LP001884,Female,No,1,Graduate,No,2876,1560,4.49980967,360,1,Urban,Y
LP002239,Male,No,0,Not Graduate,No,2346,1600,4.882801923,360,1,Semiurban,Y
LP002648,Male,Yes,0,Graduate,No,2130,6666,4.248495242,180,1,Semiurban,N
LP001179,Male,Yes,2,Graduate,No,4616,0,4.8978398,360,1,Urban,N
LP001993,Female,No,0,Graduate,No,3762,1666,4.905274778,360,1,Rural,Y
LP001213,Male,Yes,1,Graduate,No,4945,0,4.852030264,360,0,Rural,N
LP002519,Male,Yes,3,Graduate,No,4691,0,4.605170186,360,1,Semiurban,Y
LP002126,Male,Yes,3,Not Graduate,No,3173,0,4.304065093,360,1,Semiurban,Y
LP002948,Male,Yes,2,Graduate,No,5780,0,5.257495372,360,1,Urban,Y
LP002738,Male,No,2,Graduate,No,3617,0,4.672828834,360,1,Semiurban,Y
LP001119,Male,No,0,Graduate,No,3600,0,4.382026635,360,1,Urban,N
LP001310,Male,Yes,0,Graduate,No,5695,4167,5.164785974,360,1,Semiurban,Y
LP002219,Male,Yes,3,Graduate,No,8750,4996,4.86753445,360,1,Rural,Y
LP001664,Male,No,0,Graduate,No,4191,0,4.787491743,360,1,Rural,Y
LP002116,Female,No,0,Graduate,No,2378,0,3.828641396,360,1,Rural,N
LP001754,Male,Yes,0,Not Graduate,Yes,4735,0,4.927253685,360,1,Urban,N
LP001825,Male,Yes,0,Graduate,No,1809,1868,4.49980967,360,1,Urban,Y
LP001367,Male,Yes,1,Graduate,No,3052,1030,4.605170186,360,1,Urban,Y
LP002301,Female,No,0,Graduate,Yes,7441,0,5.267858159,360,1,Rural,N
LP002732,Male,No,0,Not Graduate,No,2550,2042,4.836281907,360,1,Rural,Y
LP002555,Male,Yes,2,Graduate,Yes,4583,2083,5.075173815,360,1,Semiurban,Y
LP002804,Female,Yes,0,Graduate,No,4180,2306,5.204006687,360,1,Semiurban,Y
LP001050,Male,Yes,2,Not Graduate,No,3365,1917,4.718498871,360,0,Rural,N
LP002837,Male,Yes,3,Graduate,No,3400,2500,4.812184355,360,0,Rural,N
LP001036,Female,No,0,Graduate,No,3510,0,4.33073334,360,0,Urban,N
LP001744,Male,No,0,Graduate,No,2971,2791,4.9698133,360,1,Semiurban,Y
LP001379,Male,Yes,2,Graduate,No,3800,3600,5.375278408,360,0,Urban,N
LP001883,Female,No,0,Graduate,No,3418,0,4.905274778,360,1,Rural,N
LP001708,Female,No,0,Graduate,No,10000,0,5.365976015,360,1,Semiurban,N
LP002043,Female,No,1,Graduate,No,3541,0,4.718498871,360,1,Semiurban,Y
LP001006,Male,Yes,0,Not Graduate,No,2583,2358,4.787491743,360,1,Urban,Y
LP002281,Male,Yes,0,Graduate,No,3033,1459,4.553876892,360,1,Urban,Y
LP001546,Male,No,0,Graduate,No,2980,2083,4.787491743,360,1,Rural,Y
LP001552,Male,Yes,0,Graduate,No,4583,5625,5.541263545,360,1,Semiurban,Y
LP002494,Male,No,0,Graduate,No,6000,0,4.941642423,360,1,Rural,Y
LP001136,Male,Yes,0,Not Graduate,Yes,4695,0,4.564348191,360,1,Urban,Y
LP001786,Male,Yes,0,Graduate,No,5746,0,5.541263545,360,1,Urban,N
LP002342,Male,Yes,2,Graduate,Yes,1600,20000,5.476463552,360,1,Urban,N
LP001903,Male,Yes,0,Graduate,No,3993,3274,5.332718793,360,1,Semiurban,Y
LP002699,Male,Yes,2,Graduate,Yes,17500,0,5.991464547,360,1,Rural,Y
LP001451,Male,Yes,1,Graduate,Yes,10513,3850,5.075173815,180,0,Urban,N
LP002874,Male,No,0,Graduate,No,3229,2739,4.700480366,360,1,Urban,Y
LP001784,Male,Yes,1,Graduate,No,5500,1260,5.135798437,360,1,Rural,Y
LP002684,Female,No,0,Not Graduate,No,3400,0,4.553876892,360,1,Rural,N
LP002473,Male,Yes,0,Graduate,No,8334,0,5.075173815,360,1,Semiurban,N
LP001020,Male,Yes,1,Graduate,No,12841,10968,5.855071922,360,1,Semiurban,N
LP002086,Female,Yes,0,Graduate,No,4333,2451,4.700480366,360,1,Urban,N
LP002300,Female,No,0,Not Graduate,No,1963,0,3.970291914,360,1,Semiurban,Y
LP002178,Male,Yes,0,Graduate,No,3013,3033,4.553876892,300,1,Urban,Y
LP002054,Male,Yes,2,Not Graduate,No,3601,1590,4.852030264,360,1,Rural,Y
LP002777,Male,Yes,0,Graduate,No,2785,2016,4.700480366,360,1,Rural,Y
LP002587,Male,Yes,0,Not Graduate,No,2600,1700,4.672828834,360,1,Rural,Y
LP001536,Male,Yes,3,Graduate,No,39999,0,6.396929655,180,0,Semiurban,Y
LP002697,Male,No,0,Graduate,No,4680,2087,4.852030264,360,1,Semiurban,N
LP001657,Male,Yes,0,Not Graduate,No,6033,0,5.075173815,360,1,Urban,N
LP001280,Male,Yes,2,Not Graduate,No,3333,2000,4.59511985,360,1,Semiurban,Y
LP002453,Male,No,0,Graduate,Yes,7085,0,4.430816799,360,1,Semiurban,Y
LP001908,Female,Yes,0,Not Graduate,No,4100,0,4.820281566,360,1,Rural,Y
LP002141,Male,Yes,3,Graduate,No,2666,2083,4.553876892,360,1,Rural,Y
LP002429,Male,Yes,1,Graduate,Yes,3466,1210,4.86753445,360,1,Rural,Y
LP001990,Male,No,0,Not Graduate,No,2000,0,4.852030264,360,1,Urban,N
LP001528,Male,No,0,Graduate,No,6277,0,4.770684624,360,0,Rural,N
LP002652,Male,No,0,Graduate,No,5815,3666,5.739792912,360,1,Rural,N
LP001647,Male,Yes,0,Graduate,No,9328,0,5.236441963,180,1,Rural,Y
LP002940,Male,No,0,Not Graduate,No,3833,0,4.700480366,360,1,Rural,Y
LP002110,Male,Yes,1,Graduate,No,5250,688,5.075173815,360,1,Rural,Y
LP002502,Female,Yes,2,Not Graduate,No,210,2917,4.584967479,360,1,Semiurban,Y
LP002522,Female,No,0,Graduate,Yes,2500,0,4.532599493,360,1,Urban,Y
LP001109,Male,Yes,0,Graduate,No,1828,1330,4.605170186,360,0,Urban,N
LP001131,Male,Yes,0,Graduate,No,3941,2336,4.8978398,360,1,Semiurban,Y
LP002229,Male,No,0,Graduate,No,5941,4232,5.690359454,360,1,Semiurban,Y
LP002347,Male,Yes,0,Graduate,No,3246,1417,4.927253685,360,1,Semiurban,Y
LP002328,Male,Yes,0,Not Graduate,No,6096,0,5.384495063,360,0,Rural,N
LP001896,Male,Yes,2,Graduate,No,3900,0,4.49980967,360,1,Semiurban,Y
LP002449,Male,Yes,0,Graduate,No,2483,2466,4.49980967,180,0,Rural,Y
LP001222,Female,No,0,Graduate,No,4166,0,4.753590191,360,0,Semiurban,N
LP002455,Male,Yes,2,Graduate,No,3859,0,4.564348191,360,1,Semiurban,Y
LP001198,Male,Yes,1,Graduate,No,8080,2250,5.192956851,360,1,Urban,Y
LP002720,Male,Yes,3,Graduate,No,4281,0,4.605170186,360,1,Urban,Y
LP002377,Female,No,1,Graduate,Yes,8624,0,5.010635294,360,1,Semiurban,Y
LP001572,Male,Yes,0,Graduate,No,9323,0,4.317488114,180,1,Urban,Y
LP002706,Male,Yes,1,Not Graduate,No,5285,1430,5.081404365,360,0,Semiurban,Y
LP002287,Female,No,0,Graduate,No,1500,1800,4.634728988,360,0,Semiurban,N
LP002197,Male,Yes,2,Graduate,No,5185,0,5.043425117,360,1,Semiurban,Y
LP001750,Male,Yes,0,Graduate,No,6250,0,4.852030264,360,1,Semiurban,Y
LP002315,Male,Yes,1,Graduate,No,8300,0,5.023880521,300,0,Semiurban,N
LP002393,Female,Yes,0,Graduate,No,10047,0,4.852030264,240,1,Semiurban,Y
LP001925,Female,No,0,Graduate,Yes,2600,1717,4.59511985,300,1,Semiurban,N
LP001014,Male,Yes,3,Graduate,No,3036,2504,5.062595033,360,0,Semiurban,N
LP002175,Male,Yes,0,Graduate,No,4750,2333,4.86753445,360,1,Urban,Y
LP001636,Male,Yes,0,Graduate,No,4600,0,4.290459441,180,1,Semiurban,Y
LP002729,Male,No,1,Graduate,No,11250,0,5.278114659,360,1,Semiurban,N
LP001326,Male,No,0,Graduate,No,6782,0,4.852030264,360,1,Urban,N
LP002409,Male,Yes,0,Graduate,No,7901,1833,5.192956851,360,1,Rural,Y
LP002938,Male,Yes,0,Graduate,Yes,16120,0,5.560681631,360,1,Urban,Y
LP002357,Female,No,0,Not Graduate,No,2720,0,4.382026635,360,0,Urban,N
LP001653,Male,No,0,Not Graduate,No,4885,0,3.871201011,360,1,Rural,Y
LP002723,Male,No,2,Graduate,No,3588,0,4.700480366,360,0,Rural,N
LP001157,Female,No,0,Graduate,No,3086,0,4.787491743,360,1,Semiurban,Y
LP001350,Male,Yes,0,Graduate,No,13650,0,4.852030264,360,1,Urban,Y
LP002368,Male,Yes,2,Graduate,No,5935,0,4.890349128,360,1,Semiurban,Y
LP001431,Female,No,0,Graduate,No,2137,8980,4.919980926,360,0,Semiurban,Y
LP001043,Male,Yes,0,Not Graduate,No,7660,0,4.644390899,360,0,Urban,N
LP002841,Male,Yes,0,Graduate,No,3166,2064,4.644390899,360,0,Urban,N
LP001465,Male,Yes,0,Graduate,No,6080,2569,5.204006687,360,1,Rural,N
LP001630,Male,No,0,Not Graduate,No,2333,1451,4.624972813,480,0,Urban,N
LP002236,Male,Yes,2,Graduate,No,4566,0,4.605170186,360,1,Urban,N
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000,5.231108617,360,1,Rural,N
LP001398,Male,No,0,Graduate,No,5050,0,4.770684624,360,1,Semiurban,Y
LP002582,Female,No,0,Not Graduate,Yes,17263,0,5.416100402,360,1,Semiurban,Y
LP001245,Male,Yes,2,Not Graduate,Yes,1875,1875,4.574710979,360,1,Semiurban,Y
LP002446,Male,Yes,2,Not Graduate,No,2309,1255,4.828313737,360,0,Rural,N
LP001910,Male,No,1,Not Graduate,Yes,4053,2426,5.062595033,360,0,Urban,N
LP001238,Male,Yes,3,Not Graduate,Yes,7100,0,4.828313737,60,1,Urban,Y
LP001250,Male,Yes,3,Not Graduate,No,4755,0,4.553876892,360,0,Semiurban,N
LP002367,Female,No,1,Not Graduate,No,4606,0,4.394449155,360,1,Rural,N
LP001289,Male,No,0,Graduate,No,8566,0,5.347107531,360,1,Urban,Y
LP002534,Female,No,0,Not Graduate,No,4350,0,5.036952602,360,1,Rural,Y
LP002201,Male,Yes,2,Graduate,Yes,9323,7873,5.940171253,300,1,Rural,Y
LP001482,Male,Yes,0,Graduate,Yes,3459,0,3.218875825,120,1,Semiurban,Y
LP001698,Male,No,0,Not Graduate,No,3975,2531,4.007333185,360,1,Rural,Y
LP002053,Male,Yes,3,Graduate,No,4342,189,4.820281566,360,1,Semiurban,Y
LP001658,Male,No,0,Graduate,No,3858,0,4.33073334,360,1,Semiurban,Y
LP002188,Male,No,0,Graduate,No,5124,0,4.820281566,360,0,Rural,N
LP001947,Male,Yes,0,Graduate,No,2383,3334,5.147494477,360,1,Semiurban,Y
LP001608,Male,Yes,2,Graduate,No,2045,1619,4.615120517,360,1,Rural,Y
LP002158,Male,Yes,0,Not Graduate,No,3000,1666,4.605170186,480,0,Urban,N
LP002244,Male,Yes,0,Graduate,No,2333,2417,4.912654886,360,1,Urban,Y
LP001849,Male,No,0,Not Graduate,No,6045,0,4.744932128,360,0,Rural,N
LP001349,Male,No,0,Graduate,No,4843,3806,5.017279837,360,1,Semiurban,Y
